[7, 9, 12, 16]
[7, 9, 13, 12, 16]
[7, 9, 13, 17, 16]
[7, 6, 8, 9, 12, 16]
[7, 9, 12, 13, 17, 16]
[7, 9, 8, 11, 15, 16]
[7, 9, 12, 11, 15, 16]
[7, 6, 8, 11, 15, 16]
[7, 6, 8, 11, 12, 16]
[7, 9, 8, 11, 12, 16]
[7, 6, 5, 8, 9, 12, 16]
[7, 9, 13, 17, 23, 22, 16]
[7, 9, 8, 11, 15, 21, 16]
[7, 9, 12, 11, 15, 21, 16]
[7, 6, 8, 11, 15, 21, 16]
[7, 6, 8, 9, 13, 17, 16]
[7, 9, 13, 12, 11, 15, 16]
[7, 6, 8, 10, 11, 15, 16]
[7, 9, 8, 10, 11, 15, 16]
[7, 6, 5, 10, 11, 15, 16]
[7, 6, 5, 10, 14, 15, 16]
[7, 9, 8, 10, 14, 15, 16]
[7, 6, 8, 10, 14, 15, 16]
[7, 6, 5, 8, 11, 15, 16]
[7, 6, 5, 8, 11, 12, 16]
[7, 6, 8, 10, 11, 12, 16]
[7, 9, 8, 10, 11, 12, 16]
[7, 6, 5, 10, 11, 12, 16]
[7, 6, 8, 9, 13, 12, 16]
[7, 4, 2, 6, 8, 9, 12, 16]
[7, 9, 12, 11, 15, 21, 22, 16]
[7, 9, 8, 11, 15, 21, 22, 16]
[7, 9, 12, 13, 17, 23, 22, 16]
[7, 6, 8, 11, 15, 21, 22, 16]
[7, 6, 8, 10, 14, 15, 21, 16]
[7, 9, 8, 10, 14, 15, 21, 16]
[7, 6, 5, 10, 14, 15, 21, 16]
[7, 6, 5, 10, 11, 15, 21, 16]
[7, 9, 8, 10, 11, 15, 21, 16]
[7, 6, 8, 10, 11, 15, 21, 16]
[7, 9, 13, 12, 11, 15, 21, 16]
[7, 6, 8, 11, 15, 20, 21, 16]
[7, 9, 12, 11, 15, 20, 21, 16]
[7, 9, 8, 11, 15, 20, 21, 16]
[7, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 5, 8, 11, 15, 21, 16]
[7, 6, 8, 11, 12, 13, 17, 16]
[7, 9, 8, 11, 12, 13, 17, 16]
[7, 6, 8, 9, 12, 13, 17, 16]
[7, 6, 5, 8, 9, 13, 17, 16]
[7, 6, 8, 9, 12, 11, 15, 16]
[7, 9, 8, 5, 10, 11, 15, 16]
[7, 6, 5, 8, 10, 11, 15, 16]
[7, 6, 8, 5, 10, 11, 15, 16]
[7, 4, 3, 6, 8, 11, 15, 16]
[7, 6, 5, 10, 8, 11, 15, 16]
[7, 6, 8, 5, 10, 14, 15, 16]
[7, 9, 8, 5, 10, 14, 15, 16]
[7, 6, 5, 8, 10, 14, 15, 16]
[7, 6, 8, 11, 10, 14, 15, 16]
[7, 9, 12, 11, 10, 14, 15, 16]
[7, 9, 8, 11, 10, 14, 15, 16]
[7, 4, 2, 6, 8, 11, 15, 16]
[7, 4, 3, 6, 8, 9, 12, 16]
[7, 6, 5, 10, 8, 9, 12, 16]
[7, 4, 2, 6, 8, 11, 12, 16]
[7, 9, 8, 5, 10, 11, 12, 16]
[7, 6, 5, 8, 10, 11, 12, 16]
[7, 6, 8, 5, 10, 11, 12, 16]
[7, 4, 3, 6, 8, 11, 12, 16]
[7, 6, 5, 10, 8, 11, 12, 16]
[7, 6, 5, 8, 9, 13, 12, 16]
[7, 4, 3, 6, 5, 8, 9, 13, 12, 11, 15, 20, 21, 16]
[7, 4, 2, 1, 0, 5, 8, 9, 12, 11, 15, 20, 21, 16]
[7, 9, 8, 6, 3, 2, 1, 5, 10, 11, 15, 20, 21, 16]
[7, 9, 8, 6, 2, 1, 0, 5, 10, 11, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 10, 11, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 0, 5, 8, 10, 11, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 5, 6, 8, 10, 11, 15, 20, 21, 16]
[7, 4, 2, 1, 0, 5, 6, 8, 10, 11, 15, 20, 21, 16]
[7, 6, 3, 2, 1, 0, 5, 8, 10, 11, 15, 20, 21, 16]
[7, 6, 3, 4, 2, 1, 5, 8, 10, 11, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 5, 8, 10, 11, 15, 20, 21, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 10, 11, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 8, 11, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 0, 5, 6, 8, 11, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 0, 5, 10, 8, 11, 15, 20, 21, 16]
[7, 6, 3, 2, 1, 0, 5, 10, 8, 11, 15, 20, 21, 16]
[7, 6, 3, 4, 2, 1, 5, 10, 8, 11, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 5, 10, 8, 11, 15, 20, 21, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 1, 0, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 8, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 9, 12, 11, 8, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 6, 8, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 3, 6, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 6, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 6, 3, 2, 1, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 6, 2, 1, 0, 5, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 1, 5, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 9, 13, 12, 11, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 3, 6, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 6, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 6, 2, 1, 5, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 6, 5, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 5, 8, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 2, 6, 8, 11, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 6, 8, 9, 12, 11, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 8, 11, 10, 18, 19, 14, 15, 20, 21, 16]
[7, 9, 13, 12, 11, 8, 6, 5, 10, 14, 15, 20, 21, 16]
[7, 9, 8, 6, 3, 2, 1, 5, 10, 14, 15, 20, 21, 16]
[7, 9, 8, 6, 2, 1, 0, 5, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 0, 5, 8, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 5, 6, 8, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 1, 0, 5, 6, 8, 10, 14, 15, 20, 21, 16]
[7, 6, 3, 2, 1, 0, 5, 8, 10, 14, 15, 20, 21, 16]
[7, 6, 3, 4, 2, 1, 5, 8, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 2, 1, 5, 8, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 1, 0, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 6, 8, 9, 12, 11, 10, 14, 15, 20, 21, 16]
[7, 6, 5, 8, 9, 13, 12, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 6, 8, 9, 12, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 3, 6, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 6, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 6, 3, 2, 1, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 3, 2, 1, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 6, 2, 1, 0, 5, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 1, 5, 6, 8, 11, 10, 14, 15, 20, 21, 16]
[7, 4, 2, 6, 8, 11, 12, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 5, 8, 10, 11, 12, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 8, 5, 10, 11, 12, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 8, 11, 12, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 5, 10, 8, 11, 12, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 3, 6, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 2, 6, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 3, 2, 1, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 2, 1, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 2, 1, 0, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 5, 6, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 5, 10, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 2, 1, 5, 10, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 6, 5, 10, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 5, 10, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 5, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 3, 6, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 2, 6, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 2, 1, 5, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 6, 5, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 5, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 5, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 8, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 6, 8, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 2, 1, 5, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 6, 5, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 9, 8, 6, 5, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 5, 10, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 8, 10, 14, 15, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 9, 8, 10, 14, 15, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 5, 10, 14, 15, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 5, 8, 11, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 5, 10, 11, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 3, 6, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 2, 6, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 6, 2, 1, 5, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 6, 5, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 3, 6, 5, 8, 9, 12, 13, 17, 23, 22, 21, 16]
[7, 4, 2, 1, 0, 5, 8, 9, 13, 17, 23, 22, 21, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 10, 8, 11, 15, 21, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 6, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 10, 8, 9, 12, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 10, 8, 9, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 10, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 10, 8, 9, 12, 13, 17, 16]
[7, 4, 2, 3, 6, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 2, 6, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 6, 3, 2, 1, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 6, 2, 1, 0, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 10, 11, 8, 9, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 8, 11, 12, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 6, 8, 5, 10, 18, 19, 14, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 5, 10, 18, 19, 14, 15, 11, 12, 13, 17, 16]
[7, 6, 5, 8, 10, 18, 19, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 8, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 2, 6, 8, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 2, 3, 6, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 6, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 6, 3, 2, 1, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 6, 2, 1, 0, 5, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 2, 1, 5, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 2, 3, 6, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 6, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 6, 2, 1, 5, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 2, 6, 5, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 5, 8, 10, 14, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 5, 10, 14, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 6, 5, 8, 10, 14, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 6, 8, 5, 10, 18, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 5, 10, 18, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 6, 5, 8, 10, 18, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 6, 8, 5, 10, 14, 19, 20, 15, 11, 12, 13, 17, 16]
[7, 6, 5, 10, 14, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 6, 8, 10, 18, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 10, 18, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 6, 5, 10, 18, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 10, 14, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 6, 8, 10, 14, 19, 20, 21, 15, 11, 12, 13, 17, 16]
[7, 9, 8, 6, 3, 2, 1, 5, 10, 11, 12, 13, 17, 16]
[7, 9, 8, 6, 2, 1, 0, 5, 10, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 10, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 8, 10, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 6, 8, 10, 11, 12, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 6, 8, 10, 11, 12, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 8, 10, 11, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 8, 10, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 8, 10, 11, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 10, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 8, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 6, 8, 11, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 10, 8, 11, 12, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 10, 8, 11, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 10, 8, 11, 12, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 10, 8, 11, 12, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 0, 5, 8, 9, 12, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 10, 11, 8, 9, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 10, 11, 8, 9, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 10, 11, 8, 9, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 10, 11, 8, 9, 13, 17, 16]
[7, 6, 5, 10, 14, 19, 20, 15, 11, 8, 9, 13, 17, 16]
[7, 6, 5, 10, 18, 19, 20, 15, 11, 8, 9, 13, 17, 16]
[7, 6, 2, 1, 5, 10, 14, 15, 11, 8, 9, 13, 17, 16]
[7, 4, 2, 6, 5, 10, 14, 15, 11, 8, 9, 13, 17, 16]
[7, 4, 3, 6, 5, 10, 14, 15, 11, 8, 9, 13, 17, 16]
[7, 6, 5, 10, 18, 19, 14, 15, 11, 8, 9, 13, 17, 16]
[7, 4, 2, 1, 5, 10, 14, 15, 11, 8, 9, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 0, 5, 10, 8, 9, 13, 17, 16]
[7, 4, 2, 3, 6, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 6, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 2, 1, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 6, 2, 1, 0, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 10, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 6, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 6, 8, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 8, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 8, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 3, 6, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 6, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 2, 1, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 1, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 6, 2, 1, 0, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 1, 5, 6, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 1, 0, 5, 8, 10, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 2, 1, 0, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 6, 3, 4, 2, 1, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 6, 2, 1, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 3, 6, 8, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 6, 8, 5, 10, 11, 12, 9, 13, 17, 16]
[7, 6, 5, 10, 14, 19, 20, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 8, 10, 18, 19, 20, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 5, 10, 18, 19, 20, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 8, 10, 14, 19, 20, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 6, 8, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 6, 8, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 2, 1, 5, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 6, 5, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 6, 5, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 8, 10, 18, 19, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 6, 5, 10, 18, 19, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 2, 1, 5, 10, 14, 15, 11, 12, 9, 13, 17, 16]
[7, 4, 3, 2, 1, 0, 5, 8, 11, 12, 9, 13, 17, 16]
[7, 9, 13, 12, 11, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 11, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 9, 12, 11, 8, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 6, 5, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 8, 10, 18, 19, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 10, 18, 19, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 10, 18, 19, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 10, 14, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 3, 6, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 6, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 6, 5, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 10, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 9, 12, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 6, 8, 9, 13, 12, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 13, 12, 11, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 11, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 12, 11, 8, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 6, 5, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 10, 18, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 13, 12, 11, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 11, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 12, 11, 8, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 6, 5, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 10, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 11, 15, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 5, 10, 11, 15, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 8, 10, 11, 15, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 6, 8, 10, 11, 15, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 9, 13, 12, 11, 15, 14, 19, 20, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 8, 11, 15, 20, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 9, 12, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 5, 10, 8, 9, 12, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 5, 8, 9, 13, 12, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 9, 12, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 8, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 8, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 3, 6, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 6, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 3, 2, 1, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 1, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 0, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 3, 6, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 6, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 6, 5, 8, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 0, 5, 10, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 3, 6, 5, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 6, 5, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 3, 2, 1, 5, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 3, 2, 1, 5, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 0, 5, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 6, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 1, 5, 10, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 6, 2, 1, 5, 10, 8, 11, 15, 21, 22, 23, 17, 16]
[7, 4, 2, 6, 5, 10, 8, 11, 15, 21, 22, 23, 17, 16]
